trip_id,pattern_id,pattern_name
13466705,282095,EB1D
13466706,282095,EB1D
13466709,282095,EB1D
13466715,282095,EB1D
13466716,282095,EB1D
13466718,282095,EB1D
13466719,282095,EB1D
13466720,282095,EB1D
13466721,282095,EB1D
13466722,282095,EB1D
13466723,282095,EB1D
13466724,282095,EB1D
13466727,282095,EB1D
13466731,282095,EB1D
13466733,282095,EB1D
13466735,282095,EB1D
13466736,282095,EB1D
13466737,282095,EB1D
13466744,282095,EB1D
13466745,282095,EB1D
13466746,282095,EB1D
13466748,282095,EB1D
13466749,282095,EB1D
13466750,282095,EB1D
13466751,282095,EB1D
13466754,282095,EB1D
13466755,282095,EB1D
13466756,282095,EB1D
13466758,282095,EB1D
13466759,282095,EB1D
13466760,282095,EB1D
13466761,282095,EB1D
13466762,282095,EB1D
13466763,282095,EB1D
13466764,282095,EB1D
13466765,282095,EB1D
13466766,282095,EB1D
13466839,282095,EB1D
13466840,282095,EB1D
13466843,282095,EB1D
13466844,282095,EB1D
13466845,282095,EB1D
13466847,282095,EB1D
13466848,282095,EB1D
13466849,282095,EB1D
13466850,282095,EB1D
13466851,282095,EB1D
13466852,282095,EB1D
13466854,282095,EB1D
13466856,282095,EB1D
13466858,282095,EB1D
13466862,282095,EB1D
13466865,282095,EB1D
13466866,282095,EB1D
13466868,282095,EB1D
13466869,282095,EB1D
