service_id,date,exception_type
152201,20231003,1
152201,20231004,1
152201,20231005,1
152201,20231010,1
152201,20231011,1
152201,20231012,1
152201,20231016,1
152201,20231017,1
152201,20231018,1
152201,20231019,1
152201,20231023,1
152201,20231024,1
152201,20231025,1
152201,20231026,1
152201,20231030,1
152201,20231031,1
152201,20231101,1
152201,20231102,1
152201,20231106,1
152201,20231107,1
152201,20231108,1
152201,20231109,1
152201,20231113,1
152201,20231114,1
152201,20231115,1
152201,20231116,1
152201,20231120,1
152201,20231121,1
152201,20231122,1
152201,20231123,1
152201,20231127,1
152201,20231128,1
152201,20231129,1
152201,20231130,1
152201,20231204,1
152201,20231205,1
152201,20231206,1
152201,20231207,1
152201,20231211,1
152201,20231212,1
152201,20231213,1
152201,20231214,1
152201,20231218,1
152201,20231219,1
152201,20231220,1
152201,20231221,1
152201,20231227,1
152201,20231228,1
152301,20230908,1
152301,20230915,1
152301,20230922,1
152301,20230929,1
152301,20231006,1
152301,20231013,1
152301,20231020,1
152301,20231027,1
152301,20231103,1
152301,20231110,1
152301,20231117,1
152301,20231124,1
152301,20231201,1
152301,20231208,1
152301,20231215,1
152301,20231222,1
152301,20231229,1
155601,20230905,1
155601,20230906,1
155601,20230907,1
155601,20230908,1
155601,20230911,1
155601,20230912,1
155601,20230913,1
155601,20230914,1
155601,20230915,1
155601,20230918,1
155601,20230919,1
155601,20230920,1
155601,20230921,1
155601,20230922,1
155601,20230925,1
155601,20230926,1
155601,20230927,1
155601,20230928,1
155601,20230929,1
155601,20231003,1
155601,20231004,1
155601,20231005,1
155601,20231006,1
155601,20231010,1
155601,20231011,1
155601,20231012,1
155601,20231013,1
155601,20231016,1
155601,20231017,1
155601,20231018,1
155601,20231019,1
155601,20231020,1
155601,20231023,1
155601,20231024,1
155601,20231025,1
155601,20231026,1
155601,20231027,1
155601,20231030,1
155601,20231031,1
155601,20231101,1
155601,20231102,1
155601,20231103,1
155601,20231106,1
155601,20231107,1
155601,20231108,1
155601,20231109,1
155601,20231110,1
155601,20231114,1
155601,20231115,1
155601,20231116,1
155601,20231117,1
155601,20231120,1
155601,20231121,1
155601,20231122,1
155601,20231123,1
155601,20231124,1
155601,20231127,1
155601,20231128,1
155601,20231129,1
155601,20231130,1
155601,20231201,1
155601,20231204,1
155601,20231205,1
155601,20231206,1
155601,20231207,1
155601,20231208,1
155601,20231211,1
155601,20231212,1
155601,20231213,1
155601,20231214,1
155601,20231215,1
155601,20231218,1
155601,20231219,1
155601,20231220,1
155601,20231221,1
155601,20231227,1
155601,20231228,1
162503,20230904,1
162503,20231009,1
162503,20231111,1
162503,20231226,1
162601,20230908,1
162601,20230915,1
162601,20230922,1
162601,20230929,1
162601,20231006,1
162601,20231013,1
162601,20231020,1
162601,20231027,1
162601,20231103,1
162601,20231110,1
162601,20231117,1
162601,20231124,1
162601,20231201,1
162601,20231208,1
162601,20231215,1
162601,20231222,1
162601,20231229,1
169801,20230908,1
169801,20230915,1
169801,20230922,1
169801,20230928,1
169801,20230929,1
169801,20231005,1
169801,20231006,1
169801,20231013,1
169801,20231020,1
169801,20231027,1
169801,20231103,1
169801,20231109,1
169801,20231110,1
169801,20231117,1
169801,20231124,1
169801,20231201,1
169801,20231208,1
169801,20231215,1
169801,20231221,1
169801,20231222,1
169801,20231228,1
169801,20231229,1
1803,20231008,1
1803,20231112,1
1803,20231224,1
1803,20231231,1
1901,20230905,1
1901,20230907,1
1901,20230908,1
1901,20230911,1
1901,20230912,1
1901,20230914,1
1901,20230915,1
1901,20230918,1
1901,20230919,1
1901,20230921,1
1901,20230922,1
1901,20230925,1
1901,20230926,1
1901,20230928,1
1901,20230929,1
1901,20231002,1
1901,20231003,1
1901,20231005,1
1901,20231006,1
1901,20231010,1
1901,20231012,1
1901,20231013,1
1901,20231016,1
1901,20231017,1
1901,20231019,1
1901,20231020,1
1901,20231023,1
1901,20231024,1
1901,20231026,1
1901,20231027,1
1901,20231030,1
1901,20231031,1
1901,20231102,1
1901,20231103,1
1901,20231106,1
1901,20231107,1
1901,20231109,1
1901,20231110,1
1901,20231113,1
1901,20231114,1
1901,20231116,1
1901,20231117,1
1901,20231120,1
1901,20231121,1
1901,20231123,1
1901,20231124,1
1901,20231127,1
1901,20231128,1
1901,20231130,1
1901,20231201,1
1901,20231204,1
1901,20231205,1
1901,20231207,1
1901,20231208,1
1901,20231211,1
1901,20231212,1
1901,20231214,1
1901,20231215,1
1901,20231218,1
1901,20231219,1
1901,20231221,1
1901,20231222,1
1901,20231227,1
1901,20231228,1
1901,20231229,1
2,20230930,1
2,20231111,2
2001,20230906,1
2001,20230913,1
2001,20230920,1
2001,20230927,1
2001,20231004,1
2001,20231011,1
2001,20231018,1
2001,20231025,1
2001,20231101,1
2001,20231108,1
2001,20231115,1
2001,20231122,1
2001,20231129,1
2001,20231206,1
2001,20231213,1
2001,20231220,1
201,20231002,1
201,20231113,1
201,20231227,1
201,20231228,1
201,20231229,1
253403,20230910,1
253403,20230917,1
253403,20230924,1
253403,20231001,1
253403,20231008,1
253403,20231015,1
253403,20231022,1
253403,20231029,1
253403,20231105,1
253403,20231112,1
253403,20231119,1
253403,20231126,1
253403,20231203,1
253403,20231210,1
253403,20231217,1
253403,20231224,1
253403,20231231,1
259701,20231010,1
259701,20231011,1
259701,20231012,1
259701,20231013,1
259701,20231016,1
259701,20231017,1
259701,20231018,1
259701,20231019,1
259701,20231020,1
259701,20231023,1
259701,20231024,1
259701,20231025,1
259701,20231026,1
259701,20231027,1
259701,20231030,1
259701,20231031,1
259701,20231101,1
259701,20231102,1
259701,20231103,1
259701,20231106,1
259701,20231107,1
259701,20231108,1
259701,20231109,1
259701,20231110,1
259701,20231113,1
259701,20231114,1
259701,20231115,1
259701,20231116,1
259701,20231117,1
259701,20231120,1
259701,20231121,1
259701,20231122,1
259701,20231123,1
259701,20231124,1
259701,20231127,1
259701,20231128,1
259701,20231129,1
259701,20231130,1
259701,20231201,1
259701,20231204,1
259701,20231205,1
259701,20231206,1
259701,20231207,1
259701,20231208,1
259701,20231211,1
259701,20231212,1
259701,20231213,1
259701,20231214,1
259701,20231215,1
259701,20231218,1
259701,20231219,1
259701,20231220,1
259701,20231221,1
259701,20231222,1
259701,20231227,1
259701,20231228,1
259701,20231229,1
259702,20231014,1
259702,20231021,1
259702,20231028,1
259702,20231104,1
259702,20231118,1
259702,20231125,1
259702,20231202,1
259702,20231209,1
259702,20231216,1
259702,20231223,1
259702,20231230,1
259703,20231015,1
259703,20231022,1
259703,20231029,1
259703,20231105,1
259703,20231111,1
259703,20231112,1
259703,20231119,1
259703,20231126,1
259703,20231203,1
259703,20231210,1
259703,20231217,1
259703,20231224,1
259703,20231225,1
259703,20231226,1
259703,20231231,1
259801,20230905,1
259801,20230906,1
259801,20230907,1
259801,20230908,1
259801,20230911,1
259801,20230912,1
259801,20230913,1
259801,20230914,1
259801,20230915,1
259801,20230918,1
259801,20230919,1
259801,20230920,1
259801,20230921,1
259801,20230922,1
259801,20230925,1
259801,20230926,1
259801,20230927,1
259801,20230928,1
259801,20230929,1
259801,20231002,1
259801,20231003,1
259801,20231004,1
259801,20231005,1
259801,20231006,1
259802,20230909,1
259802,20230916,1
259802,20230923,1
259802,20230930,1
259802,20231007,1
259803,20230904,1
259803,20230910,1
259803,20230917,1
259803,20230924,1
259803,20231001,1
259803,20231008,1
259803,20231009,1
3,20230904,1
3,20231009,1
3,20231111,1
3,20231225,1
3,20231226,1
32603,20230904,1
32603,20230910,1
32603,20230917,1
32603,20230924,1
32603,20231001,1
32603,20231009,1
32603,20231015,1
32603,20231022,1
32603,20231029,1
32603,20231105,1
32603,20231111,1
32603,20231119,1
32603,20231126,1
32603,20231203,1
32603,20231210,1
32603,20231217,1
32603,20231225,1
32603,20231226,1
401,20230905,1
401,20230906,1
401,20230907,1
401,20230908,1
401,20230911,1
401,20230912,1
401,20230913,1
401,20230914,1
401,20230915,1
401,20230918,1
401,20230919,1
401,20230920,1
401,20230921,1
401,20230922,1
401,20230925,1
401,20230926,1
401,20230927,1
401,20230928,1
401,20230929,1
401,20231003,1
401,20231004,1
401,20231005,1
401,20231006,1
401,20231010,1
401,20231011,1
401,20231012,1
401,20231013,1
401,20231016,1
401,20231017,1
401,20231018,1
401,20231019,1
401,20231020,1
401,20231023,1
401,20231024,1
401,20231025,1
401,20231026,1
401,20231027,1
401,20231030,1
401,20231031,1
401,20231101,1
401,20231102,1
401,20231103,1
401,20231106,1
401,20231107,1
401,20231108,1
401,20231109,1
401,20231110,1
401,20231114,1
401,20231115,1
401,20231116,1
401,20231117,1
401,20231120,1
401,20231121,1
401,20231122,1
401,20231123,1
401,20231124,1
401,20231127,1
401,20231128,1
401,20231129,1
401,20231130,1
401,20231201,1
401,20231204,1
401,20231205,1
401,20231206,1
401,20231207,1
401,20231208,1
401,20231211,1
401,20231212,1
401,20231213,1
401,20231214,1
401,20231215,1
401,20231218,1
401,20231219,1
401,20231220,1
401,20231221,1
401,20231222,1
59001,20230905,1
59001,20230906,1
59001,20230907,1
59001,20230908,1
59001,20230912,1
59001,20230913,1
59001,20230914,1
59001,20230915,1
59001,20230919,1
59001,20230920,1
59001,20230921,1
59001,20230922,1
59001,20230926,1
59001,20230927,1
59001,20230928,1
59001,20230929,1
59001,20231003,1
59001,20231004,1
59001,20231005,1
59001,20231006,1
59001,20231010,1
59001,20231011,1
59001,20231012,1
59001,20231013,1
59001,20231017,1
59001,20231018,1
59001,20231019,1
59001,20231020,1
59001,20231024,1
59001,20231025,1
59001,20231026,1
59001,20231027,1
59001,20231031,1
59001,20231101,1
59001,20231102,1
59001,20231103,1
59001,20231107,1
59001,20231108,1
59001,20231109,1
59001,20231110,1
59001,20231114,1
59001,20231115,1
59001,20231116,1
59001,20231117,1
59001,20231121,1
59001,20231122,1
59001,20231123,1
59001,20231124,1
59001,20231128,1
59001,20231129,1
59001,20231130,1
59001,20231201,1
59001,20231205,1
59001,20231206,1
59001,20231207,1
59001,20231208,1
59001,20231212,1
59001,20231213,1
59001,20231214,1
59001,20231215,1
59001,20231219,1
59001,20231220,1
59001,20231221,1
59001,20231222,1
59101,20230911,1
59101,20230918,1
59101,20230925,1
59101,20231002,1
59101,20231016,1
59101,20231023,1
59101,20231030,1
59101,20231106,1
59101,20231113,1
59101,20231120,1
59101,20231127,1
59101,20231204,1
59101,20231211,1
59101,20231218,1
59101,20231227,1
59101,20231228,1
59101,20231229,1
62101,20230905,1
62101,20230907,1
62101,20230908,1
62101,20230911,1
62101,20230912,1
62101,20230914,1
62101,20230915,1
62101,20230918,1
62101,20230919,1
62101,20230921,1
62101,20230922,1
62101,20230925,1
62101,20230926,1
62101,20230928,1
62101,20230929,1
62101,20231003,1
62101,20231005,1
62101,20231006,1
62101,20231010,1
62101,20231012,1
62101,20231013,1
62101,20231016,1
62101,20231017,1
62101,20231019,1
62101,20231020,1
62101,20231023,1
62101,20231024,1
62101,20231026,1
62101,20231027,1
62101,20231030,1
62101,20231031,1
62101,20231102,1
62101,20231103,1
62101,20231106,1
62101,20231107,1
62101,20231109,1
62101,20231110,1
62101,20231114,1
62101,20231116,1
62101,20231117,1
62101,20231120,1
62101,20231121,1
62101,20231123,1
62101,20231124,1
62101,20231127,1
62101,20231128,1
62101,20231130,1
62101,20231201,1
62101,20231204,1
62101,20231205,1
62101,20231207,1
62101,20231208,1
62101,20231211,1
62101,20231212,1
62101,20231214,1
62101,20231215,1
62101,20231218,1
62101,20231219,1
62101,20231221,1
62101,20231222,1
62201,20230906,1
62201,20230913,1
62201,20230920,1
62201,20230927,1
62201,20231002,1
62201,20231004,1
62201,20231011,1
62201,20231018,1
62201,20231025,1
62201,20231101,1
62201,20231108,1
62201,20231113,1
62201,20231115,1
62201,20231122,1
62201,20231129,1
62201,20231206,1
62201,20231213,1
62201,20231220,1
62201,20231227,1
62201,20231228,1
62201,20231229,1
63901,20230905,1
63901,20230907,1
63901,20230912,1
63901,20230914,1
63901,20230919,1
63901,20230921,1
63901,20230926,1
63901,20230928,1
63901,20231003,1
63901,20231005,1
63901,20231010,1
63901,20231012,1
63901,20231017,1
63901,20231019,1
63901,20231024,1
63901,20231026,1
63901,20231031,1
63901,20231102,1
63901,20231107,1
63901,20231109,1
63901,20231114,1
63901,20231116,1
63901,20231121,1
63901,20231123,1
63901,20231128,1
63901,20231130,1
63901,20231205,1
63901,20231207,1
63901,20231212,1
63901,20231214,1
63901,20231219,1
63901,20231221,1
701,20230908,1
701,20230915,1
701,20230922,1
701,20230929,1
701,20231006,1
701,20231013,1
701,20231020,1
701,20231027,1
701,20231103,1
701,20231110,1
701,20231117,1
701,20231124,1
701,20231201,1
701,20231208,1
701,20231215,1
701,20231222,1
75301,20230905,1
75301,20230906,1
75301,20230907,1
75301,20230911,1
75301,20230912,1
75301,20230913,1
75301,20230914,1
75301,20230918,1
75301,20230919,1
75301,20230920,1
75301,20230921,1
75301,20230925,1
75301,20230926,1
75301,20230927,1
75301,20230928,1
75301,20231003,1
75301,20231004,1
75301,20231005,1
75301,20231010,1
75301,20231011,1
75301,20231012,1
75301,20231016,1
75301,20231017,1
75301,20231018,1
75301,20231019,1
75301,20231023,1
75301,20231024,1
75301,20231025,1
75301,20231026,1
75301,20231030,1
75301,20231031,1
75301,20231101,1
75301,20231102,1
75301,20231106,1
75301,20231107,1
75301,20231108,1
75301,20231109,1
75301,20231114,1
75301,20231115,1
75301,20231116,1
75301,20231120,1
75301,20231121,1
75301,20231122,1
75301,20231123,1
75301,20231127,1
75301,20231128,1
75301,20231129,1
75301,20231130,1
75301,20231204,1
75301,20231205,1
75301,20231206,1
75301,20231207,1
75301,20231211,1
75301,20231212,1
75301,20231213,1
75301,20231214,1
75301,20231218,1
75301,20231219,1
75301,20231220,1
75301,20231221,1
75401,20230908,1
75401,20230915,1
75401,20230922,1
75401,20230929,1
75401,20231002,1
75401,20231006,1
75401,20231013,1
75401,20231020,1
75401,20231027,1
75401,20231103,1
75401,20231110,1
75401,20231113,1
75401,20231117,1
75401,20231124,1
75401,20231201,1
75401,20231208,1
75401,20231215,1
75401,20231222,1
75401,20231227,1
75401,20231228,1
75401,20231229,1
801,20230905,1
801,20230906,1
801,20230907,1
801,20230911,1
801,20230912,1
801,20230913,1
801,20230914,1
801,20230918,1
801,20230919,1
801,20230920,1
801,20230921,1
801,20230925,1
801,20230926,1
801,20230927,1
801,20230928,1
801,20231002,1
801,20231003,1
801,20231004,1
801,20231005,1
801,20231010,1
801,20231011,1
801,20231012,1
801,20231016,1
801,20231017,1
801,20231018,1
801,20231019,1
801,20231023,1
801,20231024,1
801,20231025,1
801,20231026,1
801,20231030,1
801,20231031,1
801,20231101,1
801,20231102,1
801,20231106,1
801,20231107,1
801,20231108,1
801,20231109,1
801,20231113,1
801,20231114,1
801,20231115,1
801,20231116,1
801,20231120,1
801,20231121,1
801,20231122,1
801,20231123,1
801,20231127,1
801,20231128,1
801,20231129,1
801,20231130,1
801,20231204,1
801,20231205,1
801,20231206,1
801,20231207,1
801,20231211,1
801,20231212,1
801,20231213,1
801,20231214,1
801,20231218,1
801,20231219,1
801,20231220,1
801,20231221,1
801,20231227,1
801,20231228,1
801,20231229,1
92402,20231209,1
92402,20231216,1
